Time,"Idle","Exceptions","Event Recorder"
170.345440,,,0xf00b,
170.345766,,,0xf00b,
170.355350,,,0xf010,
170.355440,,,0xf00b,
170.355765,,,0xf00b,
170.365350,,,0xf010,
170.365440,,,0xf00b,
170.365766,,,0xf00b,
170.375350,,,0xf010,
170.375440,,,0xf00b,
170.375765,,,0xf00b,
170.385350,,,0xf010,
170.385440,,,0xf00b,
170.385766,,,0xf00b,
170.395350,,,0xf010,
170.395440,,,0xf00b,
170.395766,,,0xf00b,
170.405350,,,0xf010,
170.405440,,,0xf00b,
170.405766,,,0xf00b,
170.415350,,,0xf010,
170.415440,,,0xf00b,
170.415765,,,0xf00b,
170.425350,,,0xf010,
170.425440,,,0xf00b,
170.425766,,,0xf00b,
170.435350,,,0xf010,
170.435440,,,0xf00b,
170.435766,,,0xf00b,
170.445350,,,0xf010,
170.445440,,,0xf00b,
170.445766,,,0xf00b,
170.455350,,,0xf010,
170.455440,,,0xf00b,
170.455766,,,0xf00b,
170.465350,,,0xf010,
170.465440,,,0xf00b,
170.465766,,,0xf00b,
170.475350,,,0xf010,
170.475440,,,0xf00b,
170.475765,,,0xf00b,
170.485350,,,0xf010,
170.485440,,,0xf00b,
170.485766,,,0xf00b,
170.495350,,,0xf010,
170.495440,,,0xf00b,
170.495767,,,0xf00b,
170.505350,,,0xf010,
170.505485,,,0xf010,
170.505575,,,0xf00b,
170.505890,,,0xf00b,
170.506200,,,0xf00b,
170.515351,,,0xf010,
170.515441,,,0xf00b,
170.515752,,,0xf00b,
170.525351,,,0xf010,
170.525441,,,0xf00b,
170.525753,,,0xf00b,
170.535351,,,0xf010,
170.535441,,,0xf00b,
170.535753,,,0xf00b,
170.545351,,,0xf010,
170.545441,,,0xf00b,
170.545752,,,0xf00b,
170.555351,,,0xf010,
170.555441,,,0xf00b,
170.555753,,,0xf00b,
170.565351,,,0xf010,
170.565441,,,0xf00b,
170.565753,,,0xf00b,
170.575351,,,0xf010,
170.575441,,,0xf00b,
170.575752,,,0xf00b,
170.585351,,,0xf010,
170.585441,,,0xf00b,
170.585753,,,0xf00b,
170.595351,,,0xf010,
170.595441,,,0xf00b,
170.595753,,,0xf00b,
170.605351,,,0xf010,
170.605441,,,0xf00b,
170.605752,,,0xf00b,
170.615351,,,0xf010,
170.615441,,,0xf00b,
170.615753,,,0xf00b,
170.625351,,,0xf010,
170.625441,,,0xf00b,
170.625747,,,0xf00b,
170.635334,,,0xf010,
170.635423,,,0xf00b,
170.635749,,,0xf00b,
170.645333,,,0xf010,
170.645423,,,0xf00b,
170.645749,,,0xf00b,
170.655334,,,0xf010,
170.655423,,,0xf00b,
170.655749,,,0xf00b,
170.665334,,,0xf010,
170.665423,,,0xf00b,
170.665749,,,0xf00b,
170.675333,,,0xf010,
170.675423,,,0xf00b,
170.675749,,,0xf00b,
170.685334,,,0xf010,
170.685423,,,0xf00b,
170.685749,,,0xf00b,
170.695334,,,0xf010,
170.695423,,,0xf00b,
170.695749,,,0xf00b,
170.705333,,,0xf010,
170.705423,,,0xf00b,
170.705749,,,0xf00b,
170.715334,,,0xf010,
170.715423,,,0xf00b,
170.715749,,,0xf00b,
170.725334,,,0xf010,
170.725423,,,0xf00b,
170.725749,,,0xf00b,
170.735333,,,0xf010,
170.735423,,,0xf00b,
170.735749,,,0xf00b,
170.745333,,,0xf010,
170.745423,,,0xf00b,
170.745749,,,0xf00b,
170.755334,,,0xf010,
170.755423,,,0xf00b,
170.755749,,,0xf00b,
170.765333,,,0xf010,
170.765423,,,0xf00b,
170.765749,,,0xf00b,
170.775333,,,0xf010,
170.775423,,,0xf00b,
170.775749,,,0xf00b,
170.785334,,,0xf010,
170.785423,,,0xf00b,
170.785749,,,0xf00b,
170.795333,,,0xf010,
170.795423,,,0xf00b,
170.795749,,,0xf00b,
170.805333,,,0xf010,
170.805423,,,0xf00b,
170.805749,,,0xf00b,
170.815334,,,0xf010,
170.815423,,,0xf00b,
170.815749,,,0xf00b,
170.825333,,,0xf010,
170.825423,,,0xf00b,
170.825749,,,0xf00b,
170.835333,,,0xf010,
170.835423,,,0xf00b,
170.835749,,,0xf00b,
170.845334,,,0xf010,
170.845423,,,0xf00b,
170.845749,,,0xf00b,
170.855334,,,0xf010,
170.855423,,,0xf00b,
170.855749,,,0xf00b,
170.865333,,,0xf010,
170.865423,,,0xf00b,
170.865749,,,0xf00b,
170.875334,,,0xf010,
170.875423,,,0xf00b,
170.875749,,,0xf00b,
170.885334,,,0xf010,
170.885423,,,0xf00b,
170.885749,,,0xf00b,
170.895333,,,0xf010,
170.895423,,,0xf00b,
170.895749,,,0xf00b,
170.905334,,,0xf010,
170.905423,,,0xf00b,
170.905749,,,0xf00b,
170.915334,,,0xf010,
170.915423,,,0xf00b,
170.915749,,,0xf00b,
170.925333,,,0xf010,
170.925423,,,0xf00b,
170.925749,,,0xf00b,
170.935334,,,0xf010,
170.935423,,,0xf00b,
170.935749,,,0xf00b,
170.945334,,,0xf010,
170.945423,,,0xf00b,
170.945749,,,0xf00b,
170.955333,,,0xf010,
170.955423,,,0xf00b,
170.955749,,,0xf00b,
170.965334,,,0xf010,
170.965423,,,0xf00b,
170.965749,,,0xf00b,
170.975334,,,0xf010,
170.975423,,,0xf00b,
170.975749,,,0xf00b,
170.985333,,,0xf010,
170.985423,,,0xf00b,
170.985749,,,0xf00b,
170.995333,,,0xf010,
170.995423,,,0xf00b,
170.995753,,,0xf00b,
171.004334,,,0xf010,
171.004424,,,0xf00b,
171.004740,,,0xf00b,
171.005350,,,0xf010,
171.005485,,,0xf010,
171.005575,,,0xf00b,
171.005873,,,0xf00b,
171.006198,,,0xf00b,
171.015350,,,0xf010,
171.015440,,,0xf00b,
171.015766,,,0xf00b,
171.025350,,,0xf010,
171.025440,,,0xf00b,
171.025766,,,0xf00b,
171.035350,,,0xf010,
171.035440,,,0xf00b,
171.035766,,,0xf00b,
171.045350,,,0xf010,
171.045440,,,0xf00b,
171.045765,,,0xf00b,
171.055350,,,0xf010,
171.055440,,,0xf00b,
171.055766,,,0xf00b,
171.065350,,,0xf010,
171.065440,,,0xf00b,
171.065765,,,0xf00b,
171.075350,,,0xf010,
171.075440,,,0xf00b,
171.075766,,,0xf00b,
171.085350,,,0xf010,
171.085440,,,0xf00b,
171.085751,,,0xf00b,
171.095351,,,0xf010,
171.095441,,,0xf00b,
171.095753,,,0xf00b,
171.105351,,,0xf010,
171.105441,,,0xf00b,
171.105753,,,0xf00b,
171.115351,,,0xf010,
171.115441,,,0xf00b,
171.115753,,,0xf00b,
171.125351,,,0xf010,
171.125441,,,0xf00b,
171.125753,,,0xf00b,
171.135351,,,0xf010,
171.135441,,,0xf00b,
171.135753,,,0xf00b,
171.145351,,,0xf010,
171.145441,,,0xf00b,
171.145753,,,0xf00b,
171.155351,,,0xf010,
171.155441,,,0xf00b,
171.155753,,,0xf00b,
171.165351,,,0xf010,
171.165441,,,0xf00b,
171.165753,,,0xf00b,
171.175351,,,0xf010,
171.175441,,,0xf00b,
171.175753,,,0xf00b,
171.185351,,,0xf010,
171.185441,,,0xf00b,
171.185753,,,0xf00b,
171.195351,,,0xf010,
171.195441,,,0xf00b,
171.195753,,,0xf00b,
171.205350,,,0xf010,
171.205440,,,0xf00b,
171.205766,,,0xf00b,
171.215350,,,0xf010,
171.215440,,,0xf00b,
171.215766,,,0xf00b,
171.225350,,,0xf010,
171.225440,,,0xf00b,
171.225766,,,0xf00b,
171.235350,,,0xf010,
171.235440,,,0xf00b,
171.235766,,,0xf00b,
171.245350,,,0xf010,
171.245440,,,0xf00b,
171.245766,,,0xf00b,
171.255350,,,0xf010,
171.255440,,,0xf00b,
171.255765,,,0xf00b,
171.265350,,,0xf010,
171.265440,,,0xf00b,
171.265766,,,0xf00b,
171.275350,,,0xf010,
171.275440,,,0xf00b,
171.275766,,,0xf00b,
171.285350,,,0xf010,
171.285440,,,0xf00b,
171.285766,,,0xf00b,
171.295350,,,0xf010,
171.295440,,,0xf00b,
171.295765,,,0xf00b,
171.305350,,,0xf010,
171.305440,,,0xf00b,
171.305766,,,0xf00b,
171.315350,,,0xf010,
171.315440,,,0xf00b,
171.315765,,,0xf00b,
171.325350,,,0xf010,
171.325440,,,0xf00b,
171.325766,,,0xf00b,
171.335350,,,0xf010,
171.335440,,,0xf00b,
171.335766,,,0xf00b,
171.345350,,,0xf010,
171.345440,,,0xf00b,
171.345766,,,0xf00b,
171.355350,,,0xf010,
171.355440,,,0xf00b,
171.355765,,,0xf00b,
171.365350,,,0xf010,
171.365440,,,0xf00b,
171.365766,,,0xf00b,
171.375350,,,0xf010,
171.375440,,,0xf00b,
171.375765,,,0xf00b,
171.385350,,,0xf010,
171.385440,,,0xf00b,
171.385766,,,0xf00b,
171.395350,,,0xf010,
171.395440,,,0xf00b,
171.395766,,,0xf00b,
171.405350,,,0xf010,
171.405440,,,0xf00b,
171.405766,,,0xf00b,
171.415350,,,0xf010,
171.415440,,,0xf00b,
171.415765,,,0xf00b,
171.425350,,,0xf010,
171.425440,,,0xf00b,
171.425766,,,0xf00b,
171.435350,,,0xf010,
171.435440,,,0xf00b,
171.435766,,,0xf00b,
171.445350,,,0xf010,
171.445440,,,0xf00b,
171.445766,,,0xf00b,
171.455350,,,0xf010,
171.455440,,,0xf00b,
171.455766,,,0xf00b,
171.465350,,,0xf010,
171.465440,,,0xf00b,
171.465766,,,0xf00b,
171.475350,,,0xf010,
171.475440,,,0xf00b,
171.475765,,,0xf00b,
171.485350,,,0xf010,
171.485440,,,0xf00b,
171.485766,,,0xf00b,
171.495350,,,0xf010,
171.495440,,,0xf00b,
171.495767,,,0xf00b,
171.505350,,,0xf010,
171.505485,,,0xf010,
171.505575,,,0xf00b,
171.505890,,,0xf00b,
171.506200,,,0xf00b,
171.515350,,,0xf010,
171.515440,,,0xf00b,
171.515751,,,0xf00b,
171.525350,,,0xf010,
171.525440,,,0xf00b,
171.525751,,,0xf00b,
171.535350,,,0xf010,
171.535440,,,0xf00b,
171.535751,,,0xf00b,
171.545350,,,0xf010,
171.545440,,,0xf00b,
171.545751,,,0xf00b,
171.555350,,,0xf010,
171.555440,,,0xf00b,
171.555751,,,0xf00b,
171.565350,,,0xf010,
171.565440,,,0xf00b,
171.565751,,,0xf00b,
171.575350,,,0xf010,
171.575440,,,0xf00b,
171.575751,,,0xf00b,
171.585350,,,0xf010,
171.585440,,,0xf00b,
171.585750,,,0xf00b,
171.595350,,,0xf010,
171.595440,,,0xf00b,
171.595751,,,0xf00b,
171.605350,,,0xf010,
171.605440,,,0xf00b,
171.605750,,,0xf00b,
171.615350,,,0xf010,
171.615440,,,0xf00b,
171.615750,,,0xf00b,
171.625350,,,0xf010,
171.625440,,,0xf00b,
171.625751,,,0xf00b,
171.635350,,,0xf010,
171.635440,,,0xf00b,
171.635751,,,0xf00b,
171.645350,,,0xf010,
171.645440,,,0xf00b,
171.645750,,,0xf00b,
171.655350,,,0xf010,
171.655440,,,0xf00b,
171.655751,,,0xf00b,
171.665351,,,0xf010,
171.665441,,,0xf00b,
171.665753,,,0xf00b,
171.675351,,,0xf010,
171.675441,,,0xf00b,
171.675753,,,0xf00b,
171.685351,,,0xf010,
171.685441,,,0xf00b,
171.685753,,,0xf00b,
171.695351,,,0xf010,
171.695441,,,0xf00b,
171.695753,,,0xf00b,
171.705351,,,0xf010,
171.705441,,,0xf00b,
171.705753,,,0xf00b,
171.715351,,,0xf010,
171.715441,,,0xf00b,
171.715753,,,0xf00b,
171.725351,,,0xf010,
171.725441,,,0xf00b,
171.725753,,,0xf00b,
171.735351,,,0xf010,
171.735441,,,0xf00b,
171.735753,,,0xf00b,
171.745351,,,0xf010,
171.745441,,,0xf00b,
171.745753,,,0xf00b,
171.755351,,,0xf010,
171.755441,,,0xf00b,
171.755753,,,0xf00b,
171.765351,,,0xf010,
171.765441,,,0xf00b,
171.765753,,,0xf00b,
171.775351,,,0xf010,
171.775441,,,0xf00b,
171.775753,,,0xf00b,
171.785350,,,0xf010,
171.785439,,,0xf00b,
171.785765,,,0xf00b,
171.795350,,,0xf010,
171.795440,,,0xf00b,
171.795765,,,0xf00b,
171.805350,,,0xf010,
171.805440,,,0xf00b,
171.805765,,,0xf00b,
171.815350,,,0xf010,
171.815440,,,0xf00b,
171.815765,,,0xf00b,
171.825350,,,0xf010,
171.825439,,,0xf00b,
171.825765,,,0xf00b,
171.835350,,,0xf010,
171.835440,,,0xf00b,
171.835766,,,0xf00b,
171.845350,,,0xf010,
171.845439,,,0xf00b,
171.845765,,,0xf00b,
171.855350,,,0xf010,
171.855440,,,0xf00b,
171.855765,,,0xf00b,
171.865350,,,0xf010,
171.865440,,,0xf00b,
171.865765,,,0xf00b,
171.875350,,,0xf010,
171.875440,,,0xf00b,
171.875765,,,0xf00b,
171.885350,,,0xf010,
171.885439,,,0xf00b,
171.885765,,,0xf00b,
171.895350,,,0xf010,
171.895440,,,0xf00b,
171.895766,,,0xf00b,
171.905350,,,0xf010,
171.905439,,,0xf00b,
171.905765,,,0xf00b,
171.915350,,,0xf010,
171.915440,,,0xf00b,
171.915765,,,0xf00b,
171.925350,,,0xf010,
171.925440,,,0xf00b,
171.925765,,,0xf00b,
171.935350,,,0xf010,
171.935440,,,0xf00b,
171.935766,,,0xf00b,
171.945350,,,0xf010,
171.945439,,,0xf00b,
171.945765,,,0xf00b,
171.955350,,,0xf010,
171.955440,,,0xf00b,
171.955766,,,0xf00b,
171.965350,,,0xf010,
171.965440,,,0xf00b,
171.965765,,,0xf00b,
171.975350,,,0xf010,
171.975440,,,0xf00b,
171.975765,,,0xf00b,
171.985350,,,0xf010,
171.985440,,,0xf00b,
171.985765,,,0xf00b,
171.995350,,,0xf010,
171.995440,,,0xf00b,
171.995769,,,0xf00b,
172.004334,,,0xf010,
172.004423,,,0xf00b,
172.004739,,,0xf00b,
172.005350,,,0xf010,
172.005485,,,0xf010,
172.005575,,,0xf00b,
172.005873,,,0xf00b,
172.006182,,,0xf00b,
172.015350,,,0xf010,
172.015440,,,0xf00b,
172.015749,,,0xf00b,
172.025350,,,0xf010,
172.025440,,,0xf00b,
172.025749,,,0xf00b,
172.035350,,,0xf010,
172.035440,,,0xf00b,
172.035749,,,0xf00b,
172.045350,,,0xf010,
172.045440,,,0xf00b,
172.045749,,,0xf00b,
172.055350,,,0xf010,
172.055440,,,0xf00b,
172.055749,,,0xf00b,
172.065350,,,0xf010,
172.065440,,,0xf00b,
172.065749,,,0xf00b,
172.075350,,,0xf010,
172.075440,,,0xf00b,
172.075765,,,0xf00b,
172.085350,,,0xf010,
172.085440,,,0xf00b,
172.085751,,,0xf00b,
172.095350,,,0xf010,
172.095440,,,0xf00b,
172.095751,,,0xf00b,
172.105350,,,0xf010,
172.105440,,,0xf00b,
172.105751,,,0xf00b,
172.115350,,,0xf010,
172.115440,,,0xf00b,
172.115750,,,0xf00b,
172.125350,,,0xf010,
172.125440,,,0xf00b,
172.125751,,,0xf00b,
172.135350,,,0xf010,
172.135440,,,0xf00b,
172.135751,,,0xf00b,
172.145350,,,0xf010,
172.145440,,,0xf00b,
172.145751,,,0xf00b,
172.155350,,,0xf010,
172.155440,,,0xf00b,
172.155751,,,0xf00b,
172.165350,,,0xf010,
172.165440,,,0xf00b,
172.165751,,,0xf00b,
172.175350,,,0xf010,
172.175440,,,0xf00b,
172.175750,,,0xf00b,
172.185350,,,0xf010,
172.185440,,,0xf00b,
172.185751,,,0xf00b,
172.195350,,,0xf010,
172.195440,,,0xf00b,
172.195751,,,0xf00b,
172.205350,,,0xf010,
172.205440,,,0xf00b,
172.205751,,,0xf00b,
172.215350,,,0xf010,
172.215440,,,0xf00b,
172.215751,,,0xf00b,
172.225350,,,0xf010,
172.225440,,,0xf00b,
172.225751,,,0xf00b,
172.235350,,,0xf010,
172.235440,,,0xf00b,
172.235751,,,0xf00b,
172.245351,,,0xf010,
172.245441,,,0xf00b,
172.245753,,,0xf00b,
172.255351,,,0xf010,
172.255441,,,0xf00b,
172.255753,,,0xf00b,
172.265351,,,0xf010,
172.265441,,,0xf00b,
172.265753,,,0xf00b,
172.275351,,,0xf010,
172.275441,,,0xf00b,
172.275753,,,0xf00b,
172.285351,,,0xf010,
172.285441,,,0xf00b,
172.285753,,,0xf00b,
172.295351,,,0xf010,
172.295441,,,0xf00b,
172.295753,,,0xf00b,
172.305351,,,0xf010,
172.305441,,,0xf00b,
172.305753,,,0xf00b,
172.315351,,,0xf010,
172.315441,,,0xf00b,
172.315753,,,0xf00b,
172.325351,,,0xf010,
172.325441,,,0xf00b,
172.325753,,,0xf00b,
172.335351,,,0xf010,
172.335441,,,0xf00b,
172.335753,,,0xf00b,
172.345351,,,0xf010,
172.345441,,,0xf00b,
172.345753,,,0xf00b,
172.355350,,,0xf010,
172.355440,,,0xf00b,
172.355766,,,0xf00b,
172.365350,,,0xf010,
172.365440,,,0xf00b,
172.365766,,,0xf00b,
172.375350,,,0xf010,
172.375440,,,0xf00b,
172.375766,,,0xf00b,
172.385350,,,0xf010,
172.385440,,,0xf00b,
172.385765,,,0xf00b,
172.395350,,,0xf010,
172.395440,,,0xf00b,
172.395766,,,0xf00b,
172.405350,,,0xf010,
172.405440,,,0xf00b,
172.405766,,,0xf00b,
172.415350,,,0xf010,
172.415440,,,0xf00b,
172.415766,,,0xf00b,
172.425350,,,0xf010,
172.425440,,,0xf00b,
172.425766,,,0xf00b,
172.435350,,,0xf010,
172.435440,,,0xf00b,
172.435766,,,0xf00b,
172.445350,,,0xf010,
172.445440,,,0xf00b,
172.445765,,,0xf00b,
172.455350,,,0xf010,
172.455440,,,0xf00b,
172.455766,,,0xf00b,
172.465350,,,0xf010,
172.465440,,,0xf00b,
172.465766,,,0xf00b,
172.475350,,,0xf010,
172.475440,,,0xf00b,
172.475766,,,0xf00b,
172.485350,,,0xf010,
172.485440,,,0xf00b,
172.485766,,,0xf00b,
172.495350,,,0xf010,
172.495440,,,0xf00b,
172.495768,,,0xf00b,
172.505350,,,0xf010,
172.505485,,,0xf010,
172.505575,,,0xf00b,
172.505890,,,0xf00b,
172.506200,,,0xf00b,
172.515350,,,0xf010,
172.515440,,,0xf00b,
172.515751,,,0xf00b,
172.525350,,,0xf010,
172.525440,,,0xf00b,
172.525751,,,0xf00b,
172.535350,,,0xf010,
172.535440,,,0xf00b,
172.535751,,,0xf00b,
172.545350,,,0xf010,
172.545440,,,0xf00b,
172.545751,,,0xf00b,
172.555350,,,0xf010,
172.555440,,,0xf00b,
172.555751,,,0xf00b,
172.565350,,,0xf010,
172.565440,,,0xf00b,
172.565751,,,0xf00b,
172.575350,,,0xf010,
172.575440,,,0xf00b,
172.575751,,,0xf00b,
172.585350,,,0xf010,
172.585440,,,0xf00b,
172.585750,,,0xf00b,
172.595350,,,0xf010,
172.595440,,,0xf00b,
172.595751,,,0xf00b,
172.605350,,,0xf010,
172.605440,,,0xf00b,
172.605750,,,0xf00b,
172.615350,,,0xf010,
172.615440,,,0xf00b,
172.615750,,,0xf00b,
172.625350,,,0xf010,
172.625440,,,0xf00b,
172.625751,,,0xf00b,
172.635350,,,0xf010,
172.635440,,,0xf00b,
172.635751,,,0xf00b,
172.645350,,,0xf010,
172.645440,,,0xf00b,
172.645750,,,0xf00b,
172.655350,,,0xf010,
172.655440,,,0xf00b,
172.655751,,,0xf00b,
172.665350,,,0xf010,
172.665440,,,0xf00b,
172.665751,,,0xf00b,
172.675350,,,0xf010,
172.675440,,,0xf00b,
172.675750,,,0xf00b,
172.685350,,,0xf010,
172.685440,,,0xf00b,
172.685751,,,0xf00b,
172.695350,,,0xf010,
172.695440,,,0xf00b,
172.695751,,,0xf00b,
172.705350,,,0xf010,
172.705440,,,0xf00b,
172.705750,,,0xf00b,
172.715350,,,0xf010,
172.715440,,,0xf00b,
172.715751,,,0xf00b,
172.725350,,,0xf010,
172.725440,,,0xf00b,
172.725751,,,0xf00b,
172.735350,,,0xf010,
172.735440,,,0xf00b,
172.735750,,,0xf00b,
172.745350,,,0xf010,
172.745440,,,0xf00b,
172.745751,,,0xf00b,
172.755350,,,0xf010,
172.755440,,,0xf00b,
172.755751,,,0xf00b,
172.765350,,,0xf010,
172.765440,,,0xf00b,
172.765750,,,0xf00b,
172.775350,,,0xf010,
172.775440,,,0xf00b,
172.775750,,,0xf00b,
172.785350,,,0xf010,
172.785440,,,0xf00b,
172.785751,,,0xf00b,
172.795350,,,0xf010,
172.795440,,,0xf00b,
172.795750,,,0xf00b,
172.805350,,,0xf010,
172.805440,,,0xf00b,
172.805750,,,0xf00b,
172.815351,,,0xf010,
172.815441,,,0xf00b,
172.815753,,,0xf00b,
172.825351,,,0xf010,
172.825441,,,0xf00b,
172.825753,,,0xf00b,
172.835351,,,0xf010,
172.835441,,,0xf00b,
172.835753,,,0xf00b,
172.845351,,,0xf010,
172.845441,,,0xf00b,
172.845753,,,0xf00b,
172.855351,,,0xf010,
172.855441,,,0xf00b,
172.855753,,,0xf00b,
172.865351,,,0xf010,
172.865441,,,0xf00b,
172.865753,,,0xf00b,
172.875351,,,0xf010,
172.875441,,,0xf00b,
172.875753,,,0xf00b,
172.885351,,,0xf010,
172.885441,,,0xf00b,
172.885753,,,0xf00b,
172.895351,,,0xf010,
172.895441,,,0xf00b,
172.895753,,,0xf00b,
172.905351,,,0xf010,
172.905441,,,0xf00b,
172.905753,,,0xf00b,
172.915351,,,0xf010,
172.915441,,,0xf00b,
172.915753,,,0xf00b,
172.925351,,,0xf010,
172.925441,,,0xf00b,
172.925753,,,0xf00b,
172.935350,,,0xf010,
172.935440,,,0xf00b,
172.935765,,,0xf00b,
172.945350,,,0xf010,
172.945440,,,0xf00b,
172.945765,,,0xf00b,
172.955350,,,0xf010,
172.955440,,,0xf00b,
172.955765,,,0xf00b,
172.965350,,,0xf010,
172.965440,,,0xf00b,
172.965766,,,0xf00b,
172.975350,,,0xf010,
172.975439,,,0xf00b,
172.975765,,,0xf00b,
172.985350,,,0xf010,
172.985440,,,0xf00b,
172.985766,,,0xf00b,
172.995350,,,0xf010,
172.995440,,,0xf00b,
172.995769,,,0xf00b,
173.004334,,,0xf010,
173.004423,,,0xf00b,
173.004739,,,0xf00b,
173.005350,,,0xf010,
173.005485,,,0xf010,
173.005575,,,0xf00b,
173.005873,,,0xf00b,
173.006181,,,0xf00b,
173.015350,,,0xf010,
173.015440,,,0xf00b,
173.015749,,,0xf00b,
173.025350,,,0xf010,
173.025440,,,0xf00b,
173.025749,,,0xf00b,
173.035350,,,0xf010,
173.035440,,,0xf00b,
173.035749,,,0xf00b,
173.045350,,,0xf010,
173.045440,,,0xf00b,
173.045749,,,0xf00b,
173.055350,,,0xf010,
173.055440,,,0xf00b,
173.055749,,,0xf00b,
173.065350,,,0xf010,
173.065440,,,0xf00b,
173.065749,,,0xf00b,
173.075350,,,0xf010,
173.075440,,,0xf00b,
173.075766,,,0xf00b,
173.085350,,,0xf010,
173.085440,,,0xf00b,
173.085750,,,0xf00b,
173.095350,,,0xf010,
173.095440,,,0xf00b,
173.095751,,,0xf00b,
173.105350,,,0xf010,
173.105440,,,0xf00b,
173.105750,,,0xf00b,
173.115350,,,0xf010,
173.115440,,,0xf00b,
173.115751,,,0xf00b,
173.125350,,,0xf010,
173.125440,,,0xf00b,
173.125751,,,0xf00b,
173.135350,,,0xf010,
173.135440,,,0xf00b,
173.135751,,,0xf00b,
173.145350,,,0xf010,
173.145440,,,0xf00b,
173.145750,,,0xf00b,
173.155350,,,0xf010,
173.155440,,,0xf00b,
173.155751,,,0xf00b,
173.165350,,,0xf010,
173.165440,,,0xf00b,
173.165751,,,0xf00b,
173.175350,,,0xf010,
173.175440,,,0xf00b,
173.175751,,,0xf00b,
173.185350,,,0xf010,
173.185440,,,0xf00b,
173.185751,,,0xf00b,
173.195350,,,0xf010,
173.195440,,,0xf00b,
173.195751,,,0xf00b,
173.205350,,,0xf010,
173.205440,,,0xf00b,
173.205750,,,0xf00b,
173.215350,,,0xf010,
173.215440,,,0xf00b,
173.215751,,,0xf00b,
173.225350,,,0xf010,
173.225440,,,0xf00b,
173.225751,,,0xf00b,
173.235350,,,0xf010,
173.235440,,,0xf00b,
173.235751,,,0xf00b,
173.245350,,,0xf010,
173.245440,,,0xf00b,
173.245751,,,0xf00b,
173.255350,,,0xf010,
173.255440,,,0xf00b,
173.255751,,,0xf00b,
173.265350,,,0xf010,
173.265440,,,0xf00b,
173.265750,,,0xf00b,
173.275350,,,0xf010,
173.275440,,,0xf00b,
173.275751,,,0xf00b,
173.285350,,,0xf010,
173.285440,,,0xf00b,
173.285751,,,0xf00b,
173.295350,,,0xf010,
173.295440,,,0xf00b,
173.295751,,,0xf00b,
173.305350,,,0xf010,
173.305440,,,0xf00b,
173.305750,,,0xf00b,
173.315350,,,0xf010,
173.315440,,,0xf00b,
173.315751,,,0xf00b,
173.325350,,,0xf010,
173.325440,,,0xf00b,
173.325750,,,0xf00b,
173.335350,,,0xf010,
173.335440,,,0xf00b,
173.335751,,,0xf00b,
173.345350,,,0xf010,
173.345440,,,0xf00b,
173.345751,,,0xf00b,
173.355350,,,0xf010,
173.355440,,,0xf00b,
173.355751,,,0xf00b,
173.365350,,,0xf010,
173.365440,,,0xf00b,
173.365750,,,0xf00b,
173.375350,,,0xf010,
173.375440,,,0xf00b,
173.375751,,,0xf00b,
173.385350,,,0xf010,
173.385440,,,0xf00b,
173.385751,,,0xf00b,
173.395351,,,0xf010,
173.395441,,,0xf00b,
173.395753,,,0xf00b,
173.405351,,,0xf010,
173.405441,,,0xf00b,
173.405753,,,0xf00b,
173.415351,,,0xf010,
173.415441,,,0xf00b,
173.415753,,,0xf00b,
173.425351,,,0xf010,
173.425441,,,0xf00b,
173.425753,,,0xf00b,
173.435351,,,0xf010,
173.435441,,,0xf00b,
173.435753,,,0xf00b,
173.445351,,,0xf010,
173.445441,,,0xf00b,
173.445753,,,0xf00b,
173.455351,,,0xf010,
173.455441,,,0xf00b,
173.455753,,,0xf00b,
173.465351,,,0xf010,
173.465441,,,0xf00b,
173.465753,,,0xf00b,
173.475351,,,0xf010,
173.475441,,,0xf00b,
173.475753,,,0xf00b,
173.485351,,,0xf010,
173.485441,,,0xf00b,
173.485753,,,0xf00b,
173.495351,,,0xf010,
173.495441,,,0xf00b,
173.495755,,,0xf00b,
173.505350,,,0xf010,
173.505485,,,0xf010,
173.505575,,,0xf00b,
173.505890,,,0xf00b,
173.506200,,,0xf00b,
173.515350,,,0xf010,
173.515440,,,0xf00b,
173.515751,,,0xf00b,
173.525350,,,0xf010,
173.525440,,,0xf00b,
173.525751,,,0xf00b,
173.535350,,,0xf010,
173.535440,,,0xf00b,
173.535751,,,0xf00b,
173.545350,,,0xf010,
173.545440,,,0xf00b,
173.545751,,,0xf00b,
173.555350,,,0xf010,
173.555440,,,0xf00b,
173.555751,,,0xf00b,
173.565350,,,0xf010,
173.565440,,,0xf00b,
173.565751,,,0xf00b,
173.575350,,,0xf010,
173.575440,,,0xf00b,
173.575751,,,0xf00b,
173.585350,,,0xf010,
173.585440,,,0xf00b,
173.585750,,,0xf00b,
173.595350,,,0xf010,
173.595440,,,0xf00b,
173.595751,,,0xf00b,
173.605350,,,0xf010,
173.605440,,,0xf00b,
173.605750,,,0xf00b,
173.615350,,,0xf010,
173.615440,,,0xf00b,
173.615750,,,0xf00b,
173.625350,,,0xf010,
173.625440,,,0xf00b,
173.625751,,,0xf00b,
173.635350,,,0xf010,
173.635440,,,0xf00b,
173.635751,,,0xf00b,
173.645350,,,0xf010,
173.645440,,,0xf00b,
173.645750,,,0xf00b,
173.655350,,,0xf010,
173.655440,,,0xf00b,
173.655751,,,0xf00b,
173.665350,,,0xf010,
173.665440,,,0xf00b,
173.665751,,,0xf00b,
173.675350,,,0xf010,
