Time,"Idle","Exceptions","Event Recorder"
20.165440,,,0xf00b,
20.165751,,,0xf00b,
20.175350,,,0xf010,
20.175440,,,0xf00b,
20.175750,,,0xf00b,
20.185350,,,0xf010,
20.185440,,,0xf00b,
20.185751,,,0xf00b,
20.195350,,,0xf010,
20.195440,,,0xf00b,
20.195750,,,0xf00b,
20.205350,,,0xf010,
20.205440,,,0xf00b,
20.205751,,,0xf00b,
20.215350,,,0xf010,
20.215440,,,0xf00b,
20.215750,,,0xf00b,
20.225350,,,0xf010,
20.225440,,,0xf00b,
20.225751,,,0xf00b,
20.235350,,,0xf010,
20.235440,,,0xf00b,
20.235751,,,0xf00b,
20.245350,,,0xf010,
20.245440,,,0xf00b,
20.245750,,,0xf00b,
20.255350,,,0xf010,
20.255440,,,0xf00b,
20.255751,,,0xf00b,
20.265350,,,0xf010,
20.265440,,,0xf00b,
20.265750,,,0xf00b,
20.275350,,,0xf010,
20.275440,,,0xf00b,
20.275751,,,0xf00b,
20.285350,,,0xf010,
20.285440,,,0xf00b,
20.285750,,,0xf00b,
20.295350,,,0xf010,
20.295440,,,0xf00b,
20.295751,,,0xf00b,
20.305350,,,0xf010,
20.305440,,,0xf00b,
20.305750,,,0xf00b,
20.315350,,,0xf010,
20.315440,,,0xf00b,
20.315751,,,0xf00b,
20.325350,,,0xf010,
20.325440,,,0xf00b,
20.325751,,,0xf00b,
20.335350,,,0xf010,
20.335440,,,0xf00b,
20.335750,,,0xf00b,
20.345350,,,0xf010,
20.345440,,,0xf00b,
20.345751,,,0xf00b,
20.355350,,,0xf010,
20.355440,,,0xf00b,
20.355750,,,0xf00b,
20.365350,,,0xf010,
20.365440,,,0xf00b,
20.365751,,,0xf00b,
20.375350,,,0xf010,
20.375440,,,0xf00b,
20.375750,,,0xf00b,
20.385350,,,0xf010,
20.385440,,,0xf00b,
20.385751,,,0xf00b,
20.395350,,,0xf010,
20.395440,,,0xf00b,
20.395750,,,0xf00b,
20.405350,,,0xf010,
20.405440,,,0xf00b,
20.405750,,,0xf00b,
20.415350,,,0xf010,
20.415440,,,0xf00b,
20.415751,,,0xf00b,
20.425350,,,0xf010,
20.425440,,,0xf00b,
20.425750,,,0xf00b,
20.435350,,,0xf010,
20.435440,,,0xf00b,
20.435751,,,0xf00b,
20.445350,,,0xf010,
20.445440,,,0xf00b,
20.445750,,,0xf00b,
20.455350,,,0xf010,
20.455440,,,0xf00b,
20.455751,,,0xf00b,
20.465350,,,0xf010,
20.465440,,,0xf00b,
20.465750,,,0xf00b,
20.475350,,,0xf010,
20.475440,,,0xf00b,
20.475751,,,0xf00b,
20.485350,,,0xf010,
20.485440,,,0xf00b,
20.485751,,,0xf00b,
20.495350,,,0xf010,
20.495440,,,0xf00b,
20.495752,,,0xf00b,
20.505350,,,0xf010,
20.505486,,,0xf010,
20.505576,,,0xf00b,
20.505875,,,0xf00b,
20.506186,,,0xf00b,
20.515350,,,0xf010,
20.515440,,,0xf00b,
20.515751,,,0xf00b,
20.525350,,,0xf010,
20.525440,,,0xf00b,
20.525751,,,0xf00b,
20.535350,,,0xf010,
20.535440,,,0xf00b,
20.535751,,,0xf00b,
20.545350,,,0xf010,
20.545440,,,0xf00b,
20.545751,,,0xf00b,
20.555350,,,0xf010,
20.555440,,,0xf00b,
20.555751,,,0xf00b,
20.565351,,,0xf010,
20.565441,,,0xf00b,
20.565752,,,0xf00b,
20.575351,,,0xf010,
20.575441,,,0xf00b,
20.575753,,,0xf00b,
20.585351,,,0xf010,
20.585441,,,0xf00b,
20.585753,,,0xf00b,
20.595351,,,0xf010,
20.595441,,,0xf00b,
20.595752,,,0xf00b,
20.605351,,,0xf010,
20.605441,,,0xf00b,
20.605753,,,0xf00b,
20.615351,,,0xf010,
20.615441,,,0xf00b,
20.615752,,,0xf00b,
20.625351,,,0xf010,
20.625441,,,0xf00b,
20.625753,,,0xf00b,
20.635351,,,0xf010,
20.635441,,,0xf00b,
20.635752,,,0xf00b,
20.645351,,,0xf010,
20.645441,,,0xf00b,
20.645753,,,0xf00b,
20.655351,,,0xf010,
20.655441,,,0xf00b,
20.655752,,,0xf00b,
20.665351,,,0xf010,
20.665441,,,0xf00b,
20.665752,,,0xf00b,
20.675351,,,0xf010,
20.675441,,,0xf00b,
20.675753,,,0xf00b,
20.685350,,,0xf010,
20.685440,,,0xf00b,
20.685751,,,0xf00b,
20.695350,,,0xf010,
20.695440,,,0xf00b,
20.695751,,,0xf00b,
20.705350,,,0xf010,
20.705440,,,0xf00b,
20.705751,,,0xf00b,
20.715350,,,0xf010,
20.715440,,,0xf00b,
20.715751,,,0xf00b,
20.725350,,,0xf010,
20.725440,,,0xf00b,
20.725751,,,0xf00b,
20.735350,,,0xf010,
20.735440,,,0xf00b,
20.735751,,,0xf00b,
20.745350,,,0xf010,
20.745440,,,0xf00b,
20.745750,,,0xf00b,
20.755350,,,0xf010,
20.755440,,,0xf00b,
20.755751,,,0xf00b,
20.765350,,,0xf010,
20.765440,,,0xf00b,
20.765750,,,0xf00b,
20.775350,,,0xf010,
20.775440,,,0xf00b,
20.775751,,,0xf00b,
20.785350,,,0xf010,
20.785440,,,0xf00b,
20.785750,,,0xf00b,
20.795350,,,0xf010,
20.795440,,,0xf00b,
20.795751,,,0xf00b,
20.805350,,,0xf010,
20.805440,,,0xf00b,
20.805750,,,0xf00b,
20.815350,,,0xf010,
20.815440,,,0xf00b,
20.815751,,,0xf00b,
20.825350,,,0xf010,
20.825440,,,0xf00b,
20.825751,,,0xf00b,
20.835350,,,0xf010,
20.835440,,,0xf00b,
20.835751,,,0xf00b,
20.845350,,,0xf010,
20.845440,,,0xf00b,
20.845751,,,0xf00b,
20.855350,,,0xf010,
20.855440,,,0xf00b,
20.855751,,,0xf00b,
20.865350,,,0xf010,
20.865440,,,0xf00b,
20.865751,,,0xf00b,
20.875350,,,0xf010,
20.875440,,,0xf00b,
20.875751,,,0xf00b,
20.885350,,,0xf010,
20.885440,,,0xf00b,
20.885751,,,0xf00b,
20.895350,,,0xf010,
20.895440,,,0xf00b,
20.895751,,,0xf00b,
20.905350,,,0xf010,
20.905440,,,0xf00b,
20.905750,,,0xf00b,
20.915350,,,0xf010,
20.915440,,,0xf00b,
20.915751,,,0xf00b,
20.925350,,,0xf010,
20.925440,,,0xf00b,
20.925750,,,0xf00b,
20.935350,,,0xf010,
20.935440,,,0xf00b,
20.935751,,,0xf00b,
20.945350,,,0xf010,
20.945440,,,0xf00b,
20.945750,,,0xf00b,
20.955350,,,0xf010,
20.955440,,,0xf00b,
20.955751,,,0xf00b,
20.965350,,,0xf010,
20.965440,,,0xf00b,
20.965750,,,0xf00b,
20.975350,,,0xf010,
20.975440,,,0xf00b,
20.975751,,,0xf00b,
20.985350,,,0xf010,
20.985440,,,0xf00b,
20.985751,,,0xf00b,
20.995350,,,0xf010,
20.995440,,,0xf00b,
20.995755,,,0xf00b,
21.004350,,,0xf010,
21.004440,,,0xf00b,
21.004741,,,0xf00b,
21.005350,,,0xf010,
21.005485,,,0xf010,
21.005575,,,0xf00b,
21.005873,,,0xf00b,
21.006183,,,0xf00b,
21.015350,,,0xf010,
21.015440,,,0xf00b,
21.015751,,,0xf00b,
21.025350,,,0xf010,
21.025440,,,0xf00b,
21.025751,,,0xf00b,
21.035350,,,0xf010,
21.035440,,,0xf00b,
21.035751,,,0xf00b,
21.045350,,,0xf010,
21.045440,,,0xf00b,
21.045751,,,0xf00b,
21.055350,,,0xf010,
21.055440,,,0xf00b,
21.055751,,,0xf00b,
21.065350,,,0xf010,
21.065440,,,0xf00b,
21.065751,,,0xf00b,
21.075350,,,0xf010,
21.075440,,,0xf00b,
21.075751,,,0xf00b,
21.085350,,,0xf010,
21.085440,,,0xf00b,
21.085751,,,0xf00b,
21.095350,,,0xf010,
21.095440,,,0xf00b,
21.095751,,,0xf00b,
21.105350,,,0xf010,
21.105440,,,0xf00b,
21.105751,,,0xf00b,
21.115350,,,0xf010,
21.115440,,,0xf00b,
21.115751,,,0xf00b,
21.125350,,,0xf010,
21.125440,,,0xf00b,
21.125751,,,0xf00b,
21.135350,,,0xf010,
21.135440,,,0xf00b,
21.135751,,,0xf00b,
21.145351,,,0xf010,
21.145441,,,0xf00b,
21.145753,,,0xf00b,
21.155351,,,0xf010,
21.155441,,,0xf00b,
21.155753,,,0xf00b,
21.165351,,,0xf010,
21.165441,,,0xf00b,
21.165753,,,0xf00b,
21.175351,,,0xf010,
21.175441,,,0xf00b,
21.175753,,,0xf00b,
21.185351,,,0xf010,
21.185441,,,0xf00b,
21.185753,,,0xf00b,
21.195351,,,0xf010,
21.195441,,,0xf00b,
21.195753,,,0xf00b,
21.205351,,,0xf010,
21.205441,,,0xf00b,
21.205753,,,0xf00b,
21.215351,,,0xf010,
21.215441,,,0xf00b,
21.215753,,,0xf00b,
21.225351,,,0xf010,
21.225441,,,0xf00b,
21.225753,,,0xf00b,
21.235351,,,0xf010,
21.235441,,,0xf00b,
21.235753,,,0xf00b,
21.245351,,,0xf010,
21.245441,,,0xf00b,
21.245753,,,0xf00b,
21.255350,,,0xf010,
21.255440,,,0xf00b,
21.255751,,,0xf00b,
21.265350,,,0xf010,
21.265440,,,0xf00b,
21.265750,,,0xf00b,
21.275350,,,0xf010,
21.275440,,,0xf00b,
21.275751,,,0xf00b,
21.285350,,,0xf010,
21.285440,,,0xf00b,
21.285750,,,0xf00b,
21.295350,,,0xf010,
21.295440,,,0xf00b,
21.295751,,,0xf00b,
21.305350,,,0xf010,
21.305440,,,0xf00b,
21.305750,,,0xf00b,
21.315350,,,0xf010,
21.315440,,,0xf00b,
21.315751,,,0xf00b,
21.325350,,,0xf010,
21.325440,,,0xf00b,
21.325751,,,0xf00b,
21.335350,,,0xf010,
21.335440,,,0xf00b,
21.335750,,,0xf00b,
21.345350,,,0xf010,
21.345440,,,0xf00b,
21.345751,,,0xf00b,
21.355350,,,0xf010,
21.355440,,,0xf00b,
21.355750,,,0xf00b,
21.365350,,,0xf010,
21.365440,,,0xf00b,
21.365751,,,0xf00b,
21.375350,,,0xf010,
21.375440,,,0xf00b,
21.375750,,,0xf00b,
21.385350,,,0xf010,
21.385440,,,0xf00b,
21.385751,,,0xf00b,
21.395350,,,0xf010,
21.395440,,,0xf00b,
21.395750,,,0xf00b,
21.405350,,,0xf010,
21.405440,,,0xf00b,
21.405750,,,0xf00b,
21.415350,,,0xf010,
21.415440,,,0xf00b,
21.415751,,,0xf00b,
21.425350,,,0xf010,
21.425440,,,0xf00b,
21.425750,,,0xf00b,
21.435350,,,0xf010,
21.435440,,,0xf00b,
21.435751,,,0xf00b,
21.445350,,,0xf010,
21.445440,,,0xf00b,
21.445750,,,0xf00b,
21.455350,,,0xf010,
21.455440,,,0xf00b,
21.455751,,,0xf00b,
21.465350,,,0xf010,
21.465440,,,0xf00b,
21.465750,,,0xf00b,
21.475350,,,0xf010,
21.475440,,,0xf00b,
21.475751,,,0xf00b,
21.485350,,,0xf010,
21.485440,,,0xf00b,
21.485751,,,0xf00b,
21.495350,,,0xf010,
21.495440,,,0xf00b,
21.495752,,,0xf00b,
21.505350,,,0xf010,
21.505486,,,0xf010,
21.505576,,,0xf00b,
21.505875,,,0xf00b,
21.506186,,,0xf00b,
21.515350,,,0xf010,
21.515440,,,0xf00b,
21.515751,,,0xf00b,
21.525350,,,0xf010,
21.525440,,,0xf00b,
21.525751,,,0xf00b,
21.535350,,,0xf010,
21.535440,,,0xf00b,
21.535751,,,0xf00b,
21.545350,,,0xf010,
21.545440,,,0xf00b,
21.545751,,,0xf00b,
21.555350,,,0xf010,
21.555440,,,0xf00b,
21.555751,,,0xf00b,
21.565350,,,0xf010,
21.565440,,,0xf00b,
21.565751,,,0xf00b,
21.575350,,,0xf010,
21.575440,,,0xf00b,
21.575751,,,0xf00b,
21.585350,,,0xf010,
21.585440,,,0xf00b,
21.585750,,,0xf00b,
21.595350,,,0xf010,
21.595440,,,0xf00b,
21.595751,,,0xf00b,
21.605350,,,0xf010,
21.605440,,,0xf00b,
21.605750,,,0xf00b,
21.615350,,,0xf010,
21.615440,,,0xf00b,
21.615751,,,0xf00b,
21.625350,,,0xf010,
21.625440,,,0xf00b,
21.625750,,,0xf00b,
21.635350,,,0xf010,
21.635440,,,0xf00b,
21.635751,,,0xf00b,
21.645350,,,0xf010,
21.645440,,,0xf00b,
21.645750,,,0xf00b,
21.655350,,,0xf010,
21.655440,,,0xf00b,
21.655751,,,0xf00b,
21.665350,,,0xf010,
21.665440,,,0xf00b,
21.665751,,,0xf00b,
21.675350,,,0xf010,
21.675440,,,0xf00b,
21.675751,,,0xf00b,
21.685350,,,0xf010,
21.685440,,,0xf00b,
21.685751,,,0xf00b,
21.695350,,,0xf010,
21.695440,,,0xf00b,
21.695751,,,0xf00b,
21.705350,,,0xf010,
21.705440,,,0xf00b,
21.705751,,,0xf00b,
21.715351,,,0xf010,
21.715441,,,0xf00b,
21.715753,,,0xf00b,
21.725351,,,0xf010,
21.725441,,,0xf00b,
21.725753,,,0xf00b,
21.735351,,,0xf010,
21.735441,,,0xf00b,
21.735753,,,0xf00b,
21.745351,,,0xf010,
21.745441,,,0xf00b,
21.745753,,,0xf00b,
21.755351,,,0xf010,
21.755441,,,0xf00b,
21.755753,,,0xf00b,
21.765351,,,0xf010,
21.765441,,,0xf00b,
21.765753,,,0xf00b,
21.775351,,,0xf010,
21.775441,,,0xf00b,
21.775753,,,0xf00b,
21.785351,,,0xf010,
21.785441,,,0xf00b,
21.785753,,,0xf00b,
21.795351,,,0xf010,
21.795441,,,0xf00b,
21.795753,,,0xf00b,
21.805351,,,0xf010,
21.805441,,,0xf00b,
21.805753,,,0xf00b,
21.815351,,,0xf010,
21.815441,,,0xf00b,
21.815753,,,0xf00b,
21.825351,,,0xf010,
21.825441,,,0xf00b,
21.825753,,,0xf00b,
21.835350,,,0xf010,
21.835440,,,0xf00b,
21.835751,,,0xf00b,
21.845350,,,0xf010,
21.845440,,,0xf00b,
21.845751,,,0xf00b,
21.855350,,,0xf010,
21.855440,,,0xf00b,
21.855751,,,0xf00b,
21.865350,,,0xf010,
21.865440,,,0xf00b,
21.865751,,,0xf00b,
21.875350,,,0xf010,
21.875440,,,0xf00b,
21.875751,,,0xf00b,
21.885350,,,0xf010,
21.885440,,,0xf00b,
21.885751,,,0xf00b,
21.895350,,,0xf010,
21.895440,,,0xf00b,
21.895751,,,0xf00b,
21.905350,,,0xf010,
21.905440,,,0xf00b,
21.905750,,,0xf00b,
21.915350,,,0xf010,
21.915440,,,0xf00b,
21.915751,,,0xf00b,
21.925350,,,0xf010,
21.925440,,,0xf00b,
21.925750,,,0xf00b,
21.935350,,,0xf010,
21.935440,,,0xf00b,
21.935751,,,0xf00b,
21.945350,,,0xf010,
21.945440,,,0xf00b,
21.945750,,,0xf00b,
21.955350,,,0xf010,
21.955440,,,0xf00b,
21.955751,,,0xf00b,
21.965350,,,0xf010,
21.965440,,,0xf00b,
21.965750,,,0xf00b,
21.975350,,,0xf010,
21.975440,,,0xf00b,
21.975751,,,0xf00b,
21.985350,,,0xf010,
21.985440,,,0xf00b,
21.985751,,,0xf00b,
21.995350,,,0xf010,
21.995440,,,0xf00b,
21.995755,,,0xf00b,
22.004350,,,0xf010,
22.004440,,,0xf00b,
22.004741,,,0xf00b,
22.005350,,,0xf010,
22.005485,,,0xf010,
22.005575,,,0xf00b,
22.005873,,,0xf00b,
22.006183,,,0xf00b,
22.015350,,,0xf010,
22.015440,,,0xf00b,
22.015751,,,0xf00b,
22.025350,,,0xf010,
22.025440,,,0xf00b,
22.025751,,,0xf00b,
22.035350,,,0xf010,
22.035440,,,0xf00b,
22.035751,,,0xf00b,
22.045350,,,0xf010,
22.045440,,,0xf00b,
22.045751,,,0xf00b,
22.055350,,,0xf010,
22.055440,,,0xf00b,
22.055751,,,0xf00b,
22.065350,,,0xf010,
22.065440,,,0xf00b,
22.065751,,,0xf00b,
22.075350,,,0xf010,
22.075440,,,0xf00b,
22.075751,,,0xf00b,
22.085350,,,0xf010,
22.085440,,,0xf00b,
22.085751,,,0xf00b,
22.095350,,,0xf010,
22.095440,,,0xf00b,
22.095751,,,0xf00b,
22.105350,,,0xf010,
22.105440,,,0xf00b,
22.105751,,,0xf00b,
22.115350,,,0xf010,
22.115440,,,0xf00b,
22.115751,,,0xf00b,
22.125350,,,0xf010,
22.125440,,,0xf00b,
22.125751,,,0xf00b,
22.135350,,,0xf010,
22.135440,,,0xf00b,
22.135751,,,0xf00b,
22.145350,,,0xf010,
22.145440,,,0xf00b,
22.145751,,,0xf00b,
22.155350,,,0xf010,
22.155440,,,0xf00b,
22.155751,,,0xf00b,
22.165350,,,0xf010,
22.165440,,,0xf00b,
22.165751,,,0xf00b,
22.175350,,,0xf010,
22.175440,,,0xf00b,
22.175751,,,0xf00b,
22.185350,,,0xf010,
22.185440,,,0xf00b,
22.185751,,,0xf00b,
22.195350,,,0xf010,
22.195440,,,0xf00b,
22.195751,,,0xf00b,
22.205350,,,0xf010,
22.205440,,,0xf00b,
22.205751,,,0xf00b,
22.215350,,,0xf010,
22.215440,,,0xf00b,
22.215751,,,0xf00b,
22.225350,,,0xf010,
22.225440,,,0xf00b,
22.225751,,,0xf00b,
22.235350,,,0xf010,
22.235440,,,0xf00b,
22.235751,,,0xf00b,
22.245350,,,0xf010,
22.245440,,,0xf00b,
22.245751,,,0xf00b,
22.255350,,,0xf010,
22.255440,,,0xf00b,
22.255751,,,0xf00b,
22.265350,,,0xf010,
22.265440,,,0xf00b,
22.265751,,,0xf00b,
22.275350,,,0xf010,
22.275440,,,0xf00b,
22.275751,,,0xf00b,
22.285350,,,0xf010,
22.285440,,,0xf00b,
22.285751,,,0xf00b,
22.295351,,,0xf010,
22.295441,,,0xf00b,
22.295753,,,0xf00b,
22.305351,,,0xf010,
22.305441,,,0xf00b,
22.305753,,,0xf00b,
22.315351,,,0xf010,
22.315441,,,0xf00b,
22.315753,,,0xf00b,
22.325351,,,0xf010,
22.325441,,,0xf00b,
22.325753,,,0xf00b,
22.335351,,,0xf010,
22.335441,,,0xf00b,
22.335753,,,0xf00b,
22.345351,,,0xf010,
22.345441,,,0xf00b,
22.345753,,,0xf00b,
22.355351,,,0xf010,
22.355441,,,0xf00b,
22.355753,,,0xf00b,
22.365351,,,0xf010,
22.365441,,,0xf00b,
22.365753,,,0xf00b,
22.375351,,,0xf010,
22.375441,,,0xf00b,
22.375753,,,0xf00b,
22.385351,,,0xf010,
22.385441,,,0xf00b,
22.385753,,,0xf00b,
22.395351,,,0xf010,
22.395441,,,0xf00b,
22.395753,,,0xf00b,
22.405350,,,0xf010,
22.405440,,,0xf00b,
22.405750,,,0xf00b,
22.415350,,,0xf010,
22.415440,,,0xf00b,
22.415751,,,0xf00b,
22.425350,,,0xf010,
22.425440,,,0xf00b,
22.425750,,,0xf00b,
22.435350,,,0xf010,
22.435440,,,0xf00b,
22.435751,,,0xf00b,
22.445350,,,0xf010,
22.445440,,,0xf00b,
22.445750,,,0xf00b,
22.455350,,,0xf010,
22.455440,,,0xf00b,
22.455751,,,0xf00b,
22.465350,,,0xf010,
22.465440,,,0xf00b,
22.465750,,,0xf00b,
22.475350,,,0xf010,
22.475440,,,0xf00b,
22.475751,,,0xf00b,
22.485350,,,0xf010,
22.485440,,,0xf00b,
22.485751,,,0xf00b,
22.495350,,,0xf010,
22.495440,,,0xf00b,
22.495752,,,0xf00b,
22.505350,,,0xf010,
22.505486,,,0xf010,
22.505576,,,0xf00b,
22.505875,,,0xf00b,
22.506186,,,0xf00b,
22.515350,,,0xf010,
22.515440,,,0xf00b,
22.515751,,,0xf00b,
22.525350,,,0xf010,
22.525440,,,0xf00b,
22.525751,,,0xf00b,
22.535350,,,0xf010,
22.535440,,,0xf00b,
22.535751,,,0xf00b,
22.545350,,,0xf010,
22.545440,,,0xf00b,
22.545751,,,0xf00b,
22.555350,,,0xf010,
22.555440,,,0xf00b,
22.555751,,,0xf00b,
22.565350,,,0xf010,
22.565440,,,0xf00b,
22.565751,,,0xf00b,
22.575350,,,0xf010,
22.575440,,,0xf00b,
22.575751,,,0xf00b,
22.585350,,,0xf010,
22.585440,,,0xf00b,
22.585750,,,0xf00b,
22.595350,,,0xf010,
22.595440,,,0xf00b,
22.595751,,,0xf00b,
22.605350,,,0xf010,
22.605440,,,0xf00b,
22.605750,,,0xf00b,
22.615350,,,0xf010,
22.615440,,,0xf00b,
22.615751,,,0xf00b,
22.625350,,,0xf010,
22.625440,,,0xf00b,
22.625750,,,0xf00b,
22.635350,,,0xf010,
22.635440,,,0xf00b,
22.635751,,,0xf00b,
22.645350,,,0xf010,
22.645440,,,0xf00b,
22.645750,,,0xf00b,
22.655350,,,0xf010,
22.655440,,,0xf00b,
22.655751,,,0xf00b,
22.665350,,,0xf010,
22.665440,,,0xf00b,
22.665751,,,0xf00b,
22.675350,,,0xf010,
22.675440,,,0xf00b,
22.675751,,,0xf00b,
22.685350,,,0xf010,
22.685440,,,0xf00b,
22.685751,,,0xf00b,
22.695350,,,0xf010,
22.695440,,,0xf00b,
22.695751,,,0xf00b,
22.705350,,,0xf010,
22.705440,,,0xf00b,
22.705751,,,0xf00b,
22.715350,,,0xf010,
22.715440,,,0xf00b,
22.715751,,,0xf00b,
22.725350,,,0xf010,
22.725440,,,0xf00b,
22.725751,,,0xf00b,
22.735350,,,0xf010,
22.735440,,,0xf00b,
22.735751,,,0xf00b,
22.745350,,,0xf010,
22.745440,,,0xf00b,
22.745750,,,0xf00b,
22.755350,,,0xf010,
22.755440,,,0xf00b,
22.755751,,,0xf00b,
22.765350,,,0xf010,
22.765440,,,0xf00b,
22.765750,,,0xf00b,
22.775350,,,0xf010,
22.775440,,,0xf00b,
22.775751,,,0xf00b,
22.785350,,,0xf010,
22.785440,,,0xf00b,
22.785750,,,0xf00b,
22.795350,,,0xf010,
22.795440,,,0xf00b,
22.795751,,,0xf00b,
22.805350,,,0xf010,
22.805440,,,0xf00b,
22.805750,,,0xf00b,
22.815350,,,0xf010,
22.815440,,,0xf00b,
22.815751,,,0xf00b,
22.825350,,,0xf010,
22.825440,,,0xf00b,
22.825751,,,0xf00b,
22.835350,,,0xf010,
22.835440,,,0xf00b,
22.835751,,,0xf00b,
22.845350,,,0xf010,
22.845440,,,0xf00b,
22.845751,,,0xf00b,
22.855350,,,0xf010,
22.855440,,,0xf00b,
22.855751,,,0xf00b,
22.865351,,,0xf010,
22.865441,,,0xf00b,
22.865753,,,0xf00b,
22.875351,,,0xf010,
22.875441,,,0xf00b,
22.875753,,,0xf00b,
22.885351,,,0xf010,
22.885441,,,0xf00b,
22.885753,,,0xf00b,
22.895351,,,0xf010,
22.895441,,,0xf00b,
22.895753,,,0xf00b,
22.905351,,,0xf010,
22.905441,,,0xf00b,
22.905753,,,0xf00b,
22.915351,,,0xf010,
22.915441,,,0xf00b,
22.915753,,,0xf00b,
22.925351,,,0xf010,
22.925441,,,0xf00b,
22.925753,,,0xf00b,
22.935351,,,0xf010,
22.935441,,,0xf00b,
22.935753,,,0xf00b,
22.945351,,,0xf010,
22.945441,,,0xf00b,
22.945753,,,0xf00b,
22.955351,,,0xf010,
22.955441,,,0xf00b,
22.955753,,,0xf00b,
22.965351,,,0xf010,
22.965441,,,0xf00b,
22.965753,,,0xf00b,
22.975351,,,0xf010,
22.975441,,,0xf00b,
22.975753,,,0xf00b,
22.985350,,,0xf010,
22.985440,,,0xf00b,
22.985751,,,0xf00b,
22.995350,,,0xf010,
22.995440,,,0xf00b,
22.995755,,,0xf00b,
23.004350,,,0xf010,
23.004440,,,0xf00b,
23.004741,,,0xf00b,
23.005350,,,0xf010,
23.005485,,,0xf010,
23.005575,,,0xf00b,
23.005873,,,0xf00b,
23.006183,,,0xf00b,
23.015350,,,0xf010,
23.015440,,,0xf00b,
23.015750,,,0xf00b,
23.025350,,,0xf010,
23.025440,,,0xf00b,
23.025751,,,0xf00b,
23.035350,,,0xf010,
23.035440,,,0xf00b,
23.035750,,,0xf00b,
23.045350,,,0xf010,
23.045440,,,0xf00b,
23.045751,,,0xf00b,
23.055350,,,0xf010,
23.055440,,,0xf00b,
23.055750,,,0xf00b,
23.065350,,,0xf010,
23.065440,,,0xf00b,
23.065751,,,0xf00b,
23.075350,,,0xf010,
23.075440,,,0xf00b,
23.075751,,,0xf00b,
23.085350,,,0xf010,
23.085440,,,0xf00b,
23.085750,,,0xf00b,
23.095350,,,0xf010,
23.095440,,,0xf00b,
23.095751,,,0xf00b,
23.105350,,,0xf010,
23.105440,,,0xf00b,
23.105750,,,0xf00b,
23.115350,,,0xf010,
23.115440,,,0xf00b,
23.115751,,,0xf00b,
23.125350,,,0xf010,
23.125440,,,0xf00b,
23.125750,,,0xf00b,
23.135350,,,0xf010,
23.135440,,,0xf00b,
23.135751,,,0xf00b,
23.145350,,,0xf010,
23.145440,,,0xf00b,
23.145750,,,0xf00b,
23.155350,,,0xf010,
23.155440,,,0xf00b,
23.155750,,,0xf00b,
23.165350,,,0xf010,
23.165440,,,0xf00b,
23.165751,,,0xf00b,
23.175350,,,0xf010,
23.175440,,,0xf00b,
23.175750,,,0xf00b,
23.185350,,,0xf010,
23.185440,,,0xf00b,
23.185751,,,0xf00b,
23.195350,,,0xf010,
23.195440,,,0xf00b,
23.195750,,,0xf00b,
23.205350,,,0xf010,
23.205440,,,0xf00b,
23.205751,,,0xf00b,
23.215350,,,0xf010,
23.215440,,,0xf00b,
23.215750,,,0xf00b,
23.225350,,,0xf010,
23.225440,,,0xf00b,
23.225751,,,0xf00b,
23.235350,,,0xf010,
23.235440,,,0xf00b,
23.235751,,,0xf00b,
23.245350,,,0xf010,
23.245440,,,0xf00b,
23.245750,,,0xf00b,
23.255350,,,0xf010,
23.255440,,,0xf00b,
23.255751,,,0xf00b,
23.265350,,,0xf010,
23.265440,,,0xf00b,
23.265750,,,0xf00b,
23.275350,,,0xf010,
23.275440,,,0xf00b,
23.275751,,,0xf00b,
23.285350,,,0xf010,
23.285440,,,0xf00b,
23.285750,,,0xf00b,
23.295350,,,0xf010,
23.295440,,,0xf00b,
23.295751,,,0xf00b,
23.305350,,,0xf010,
23.305440,,,0xf00b,
23.305750,,,0xf00b,
23.315350,,,0xf010,
23.315440,,,0xf00b,
23.315751,,,0xf00b,
23.325350,,,0xf010,
23.325440,,,0xf00b,
23.325751,,,0xf00b,
23.335350,,,0xf010,
23.335440,,,0xf00b,
23.335750,,,0xf00b,
23.345350,,,0xf010,
23.345440,,,0xf00b,
23.345751,,,0xf00b,
23.355350,,,0xf010,
23.355440,,,0xf00b,
23.355750,,,0xf00b,
23.365350,,,0xf010,
23.365440,,,0xf00b,
23.365751,,,0xf00b,
23.375350,,,0xf010,
23.375440,,,0xf00b,
23.375750,,,0xf00b,
23.385350,,,0xf010,
23.385440,,,0xf00b,
23.385751,,,0xf00b,
23.395350,,,0xf010,
23.395440,,,0xf00b,
23.395750,,,0xf00b,
23.405350,,,0xf010,
23.405440,,,0xf00b,
23.405750,,,0xf00b,
23.415350,,,0xf010,
23.415440,,,0xf00b,
23.415751,,,0xf00b,
23.425350,,,0xf010,
23.425440,,,0xf00b,
23.425750,,,0xf00b,
23.435350,,,0xf010,
23.435440,,,0xf00b,
23.435751,,,0xf00b,
23.445351,,,0xf010,
23.445441,,,0xf00b,
23.445753,,,0xf00b,
23.455351,,,0xf010,
23.455441,,,0xf00b,
23.455752,,,0xf00b,
23.465351,,,0xf010,
23.465441,,,0xf00b,
23.465753,,,0xf00b,
23.475351,,,0xf010,
23.475441,,,0xf00b,
23.475752,,,0xf00b,
23.485351,,,0xf010,
23.485441,,,0xf00b,
23.485753,,,0xf00b,
23.495351,,,0xf010,
23.495441,,,0xf00b,
23.495755,,,0xf00b,
